Date,Country,City,Specie,Count,Min,Max,Medain,Varience
07-05-2020,IN,Kolkata,co,191,0.5,6.5,2.8,14.93
07-05-2020,IN,Kolkata,pm10,191,10,55,33,787.7
07-05-2020,IN,Kolkata,o3,191,3,39.5,18.5,694.27
07-05-2020,IN,Kolkata,so2,191,0.4,17.5,3,43.02
07-05-2020,IN,Kolkata,humidity,215,47.6,98.9,77.7,2236.79
07-05-2020,IN,Kolkata,wind-speed,209,0,6.9,0.7,10.11
07-05-2020,IN,Kolkata,wind-gust,20,11.3,15.4,11.3,44.24
08-05-2020,IN,Kolkata,temperature,240,21,35,29.5,214.69
08-05-2020,IN,Kolkata,no2,191,1,8.5,3.4,22.64
08-05-2020,IN,Kolkata,dew,195,20,27,25.5,49.17
08-05-2020,IN,Kolkata,pm25,215,13,999,62,256115
08-05-2020,IN,Kolkata,pressure,215,1000.1,1009,1004.1,35.88
08-05-2020,IN,Kolkata,co,191,1,6.7,3.2,12.39
08-05-2020,IN,Kolkata,pm10,191,10,58,30,1608.73
08-05-2020,IN,Kolkata,o3,191,7.2,37.4,20.3,415.78
08-05-2020,IN,Kolkata,so2,191,0.6,14.2,3.1,38.76
08-05-2020,IN,Kolkata,humidity,215,51.9,98.8,74.4,1938.34
08-05-2020,IN,Kolkata,wind-speed,215,0,5.1,1,11.84
09-05-2020,IN,Kolkata,temperature,222,26.5,37.5,31,124.7
09-05-2020,IN,Kolkata,no2,171,0.9,8.1,3.5,21.54
09-05-2020,IN,Kolkata,dew,204,24.5,29,26.5,12.79
09-05-2020,IN,Kolkata,pm25,195,13,999,73,416774
09-05-2020,IN,Kolkata,pressure,196,1000.4,1009,1004.1,33.8
09-05-2020,IN,Kolkata,co,172,1.1,7.1,3.1,13.43
09-05-2020,IN,Kolkata,pm10,171,22,100,42,1109.4
09-05-2020,IN,Kolkata,o3,171,3.2,49.1,20.2,1168.6
09-05-2020,IN,Kolkata,so2,172,0.2,14.2,3,44.47
09-05-2020,IN,Kolkata,humidity,197,36.6,99,70.1,3653.62
09-05-2020,IN,Kolkata,wind-speed,194,0,4.1,0.6,9.15
10-05-2020,IN,Kolkata,temperature,237,22,36,29.8,208.29
10-05-2020,IN,Kolkata,no2,188,1.1,7.2,3.3,20.35
10-05-2020,IN,Kolkata,dew,240,21,29.5,27,71.99
10-05-2020,IN,Kolkata,pm25,212,3,999,65,182217
10-05-2020,IN,Kolkata,pressure,198,999.8,1010.5,1004.7,48.29
10-05-2020,IN,Kolkata,co,188,1.1,6.5,2.9,14.94
10-05-2020,IN,Kolkata,pm10,188,23,56,38,669.46
10-05-2020,IN,Kolkata,o3,188,3.6,37,17,710.48
10-05-2020,IN,Kolkata,so2,188,0.6,11.4,2.7,31.75
10-05-2020,IN,Kolkata,humidity,212,42,99,78.8,2734.85
10-05-2020,IN,Kolkata,wind-speed,210,0,6.9,0.7,14.16
10-05-2020,IN,Kolkata,wind-gust,20,10.8,12.8,10.8,10.53
11-05-2020,IN,Kolkata,temperature,223,22,34.5,29.5,179.26
11-05-2020,IN,Kolkata,no2,171,1.3,20,4.1,61.71
11-05-2020,IN,Kolkata,dew,169,21,26,24,20.06
11-05-2020,IN,Kolkata,pm25,182,9,999,63,194000
11-05-2020,IN,Kolkata,pressure,186,1002.1,1012,1005.3,46.37
11-05-2020,IN,Kolkata,co,164,1.2,7.2,3.2,14.32
11-05-2020,IN,Kolkata,pm10,171,17,73,35,1720.64
11-05-2020,IN,Kolkata,o3,171,4.6,44.3,22.6,945.8
11-05-2020,IN,Kolkata,so2,171,1,56.7,3.4,468.36
11-05-2020,IN,Kolkata,humidity,196,42.2,98.7,73.3,2471.85
11-05-2020,IN,Kolkata,wind-speed,187,0,5.2,0.5,12.25
12-05-2020,IN,Kolkata,temperature,216,23.9,36,30.5,106.89
12-05-2020,IN,Kolkata,no2,178,1.1,20.5,4.4,95.97
12-05-2020,IN,Kolkata,dew,180,24,28,26,11.43
12-05-2020,IN,Kolkata,pm25,178,20,144,91,3441.95
12-05-2020,IN,Kolkata,pressure,199,1000,1010,1004.8,41.63
12-05-2020,IN,Kolkata,co,177,0.7,6,3.4,8.43
12-05-2020,IN,Kolkata,pm10,177,9,74,51,1253.15
12-05-2020,IN,Kolkata,o3,169,0.1,62.9,23.1,1638.71
12-05-2020,IN,Kolkata,so2,177,1.3,19.8,4.6,89.34
12-05-2020,IN,Kolkata,humidity,200,40.2,98.5,65,2437.83
12-05-2020,IN,Kolkata,wind-speed,198,0,4.3,0.5,8.43
13-05-2020,IN,Kolkata,temperature,216,24,37,30.5,95.9
13-05-2020,IN,Kolkata,no2,189,1.1,12.6,3.6,50.91
13-05-2020,IN,Kolkata,dew,216,16,27.5,24.5,82.1
13-05-2020,IN,Kolkata,pm25,189,2,151,73,3917.16
13-05-2020,IN,Kolkata,pressure,212,999,1008.5,1003.2,37.59
13-05-2020,IN,Kolkata,co,188,0.3,6.4,2.6,12.6
13-05-2020,IN,Kolkata,pm10,178,1,71,46,1834.44
13-05-2020,IN,Kolkata,o3,167,2.1,32,14.2,538.72
13-05-2020,IN,Kolkata,so2,188,0.8,20.7,3.5,158.22
13-05-2020,IN,Kolkata,humidity,213,30.5,98.7,68.3,4077.97
13-05-2020,IN,Kolkata,wind-speed,212,0,6.1,1,21.61
14-05-2020,IN,Kolkata,temperature,216,27,36,30,90.61
14-05-2020,IN,Kolkata,no2,190,0.6,11,3.2,38.26
14-05-2020,IN,Kolkata,dew,171,26,28,27,5.63
14-05-2020,IN,Kolkata,pm25,190,15,87,57,1712.19
14-05-2020,IN,Kolkata,pressure,214,998.8,1008,1002.7,36.2
14-05-2020,IN,Kolkata,co,190,0.5,5,2.4,6.74
14-05-2020,IN,Kolkata,pm10,166,7,60,36,871.45
14-05-2020,IN,Kolkata,o3,166,1.7,26,9.4,345.68
14-05-2020,IN,Kolkata,so2,190,0.6,28.5,3.1,69.46
14-05-2020,IN,Kolkata,humidity,214,47.6,98.7,77.6,1820.8
14-05-2020,IN,Kolkata,wind-speed,214,0.1,6.1,1.1,21.82
15-05-2020,IN,Kolkata,temperature,216,27.5,37,31,88.53
15-05-2020,IN,Kolkata,no2,192,0.8,10.2,3.2,33.81
15-05-2020,IN,Kolkata,dew,180,26,29,27,6.61
15-05-2020,IN,Kolkata,pm25,192,11,80,50,1966.59
15-05-2020,IN,Kolkata,pressure,216,996.9,1006,1001.1,39.41
15-05-2020,IN,Kolkata,co,192,0.5,4.5,2.4,5.5
15-05-2020,IN,Kolkata,pm10,168,14,55,28,729.04
15-05-2020,IN,Kolkata,o3,168,2.4,26.4,9.5,339.07
15-05-2020,IN,Kolkata,so2,192,0.5,17.6,3.2,58.02
15-05-2020,IN,Kolkata,humidity,216,45.1,98.8,75,1849.93
15-05-2020,IN,Kolkata,wind-speed,216,0,6.9,1.2,27.49
16-05-2020,IN,Kolkata,temperature,200,27.7,37,31.5,81.01
16-05-2020,IN,Kolkata,no2,187,0.7,10.6,3.1,37.68
16-05-2020,IN,Kolkata,dew,145,27,30.5,28,10.87
16-05-2020,IN,Kolkata,pm25,175,5,94,43,2451.37
16-05-2020,IN,Kolkata,pressure,198,995.9,1005,1000,34.27
16-05-2020,IN,Kolkata,co,187,1,6.2,2.4,8.74
16-05-2020,IN,Kolkata,pm10,163,12,56,27,957.84
16-05-2020,IN,Kolkata,o3,163,3.5,29.4,9.4,438.43
16-05-2020,IN,Kolkata,so2,187,0.7,15.6,3.1,40.1
16-05-2020,IN,Kolkata,humidity,198,46.2,98.7,78.1,1779
16-05-2020,IN,Kolkata,wind-speed,198,0,5.6,1.1,17.42
17-05-2020,IN,Kolkata,temperature,90,29,37,30,94.22
17-05-2020,IN,Kolkata,no2,89,0.6,9.7,2.9,42.05
17-05-2020,IN,Kolkata,dew,83,27,29,27.5,4.68
17-05-2020,IN,Kolkata,pm25,76,4,62,29,2207.08
17-05-2020,IN,Kolkata,pressure,89,998.2,1003.8,1000.5,18.83
17-05-2020,IN,Kolkata,co,89,0.8,5,2.5,7.65
17-05-2020,IN,Kolkata,pm10,76,3,54,22,651.08
17-05-2020,IN,Kolkata,o3,76,0.7,30.5,6.5,551.35
17-05-2020,IN,Kolkata,so2,89,1.1,7,2.7,19.43
17-05-2020,IN,Kolkata,humidity,89,42.1,98.7,80.8,2231.13
17-05-2020,IN,Kolkata,wind-speed,89,0,2,0.6,2.76
