Date,Country,City,Specification,count,min,max,median,varience,Outcome
20-12-2019,IN,Kolkata,no2,139,7.4,78.3,22.3,2495.03,1
21-12-2019,IN,Kolkata,no2,144,6.7,84.1,26.7,1214.99,1
22-12-2019,IN,Kolkata,no2,140,11.5,55.1,21.3,1134.32,1
23-12-2019,IN,Kolkata,no2,181,2.5,49.2,22.4,790.89,1
24-12-2019,IN,Kolkata,no2,192,9.8,105.1,23.6,3132.71,1
25-12-2019,IN,Kolkata,no2,182,12.9,104.5,32,3511.93,1
26-12-2019,IN,Kolkata,no2,186,0.9,100.8,23.7,1381.73,1
27-12-2019,IN,Kolkata,no2,190,0.8,46.9,18.3,565.15,1
28-12-2019,IN,Kolkata,no2,168,8.7,51.8,21.1,797.66,1
29-12-2019,IN,Kolkata,no2,181,8.8,69.4,22.1,1326.42,1
30-12-2019,IN,Kolkata,no2,180,0.5,102.2,22.9,2802.95,1
30-12-2019,IN,Kolkata,no2,180,0.5,102.2,22.9,2802.95,1
31-12-2019,IN,Kolkata,no2,178,1.6,100.1,27,3390.21,1
